Area,Date,Value
Burgenland,2021-03-02T09:30:00+01:00,240
Kärnten,2021-03-02T09:30:00+01:00,686
Niederösterreich,2021-03-02T09:30:00+01:00,1357
Oberösterreich,2021-03-02T09:30:00+01:00,1518
Salzburg,2021-03-02T09:30:00+01:00,496
Steiermark,2021-03-02T09:30:00+01:00,1753
Tirol,2021-03-02T09:30:00+01:00,579
Vorarlberg,2021-03-02T09:30:00+01:00,276
Wien,2021-03-02T09:30:00+01:00,1700
