Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2021-12-17T09:30:00+01:00,31189,426,29989,52,11,3565582
Kärnten,2021-12-17T09:30:00+01:00,82126,1061,77123,198,42,5521082
Niederösterreich,2021-12-17T09:30:00+01:00,214952,2498,204679,335,81,19343526
Oberösterreich,2021-12-17T09:30:00+01:00,256224,2301,246010,262,79,18739681
Salzburg,2021-12-17T09:30:00+01:00,100701,771,96753,145,26,8315724
Steiermark,2021-12-17T09:30:00+01:00,148647,2432,139555,285,77,15860882
Tirol,2021-12-17T09:30:00+01:00,116689,789,110951,215,71,7082182
Vorarlberg,2021-12-17T09:30:00+01:00,61381,414,54192,110,25,5552829
Wien,2021-12-17T09:30:00+01:00,233323,2746,221353,400,104,33003270
