Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2023-05-17T00:00:00+02:00,198845,639,197964,2,0,6047304
Kärnten,2023-05-17T00:00:00+02:00,332874,1724,331000,7,0,6997650
Niederösterreich,2023-05-17T00:00:00+02:00,1173624,4649,1168085,48,1,41229094
Oberösterreich,2023-05-17T00:00:00+02:00,1037597,3582,1033520,11,0,26144563
Salzburg,2023-05-17T00:00:00+02:00,395448,1261,394056,19,0,11244443
Steiermark,2023-05-17T00:00:00+02:00,739393,3625,735392,22,1,22973828
Tirol,2023-05-17T00:00:00+02:00,515680,1511,514013,17,2,10310681
Vorarlberg,2023-05-17T00:00:00+02:00,261782,691,261062,6,1,7343862
Wien,2023-05-17T00:00:00+02:00,1418253,4806,1409266,42,9,75697215
