Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2021-10-04T09:30:00+02:00,20329,350,19626,17,2,3062457
Kärnten,2021-10-04T09:30:00+02:00,44724,839,42764,58,10,4306716
Niederösterreich,2021-10-04T09:30:00+02:00,125875,1887,121218,116,29,16449658
Oberösterreich,2021-10-04T09:30:00+02:00,137676,1806,132105,162,38,14586432
Salzburg,2021-10-04T09:30:00+02:00,56404,603,54392,37,7,6159640
Steiermark,2021-10-04T09:30:00+02:00,90180,2129,85511,99,21,12450394
Tirol,2021-10-04T09:30:00+02:00,70616,661,69016,57,18,6165018
Vorarlberg,2021-10-04T09:30:00+02:00,34761,320,33820,19,6,4886927
Wien,2021-10-04T09:30:00+02:00,169664,2439,160427,259,89,20329666
