Area,Date,Value
Burgenland,2020-11-10T09:30:00+01:00,82
Kärnten,2020-11-10T09:30:00+01:00,177
Niederösterreich,2020-11-10T09:30:00+01:00,529
Oberösterreich,2020-11-10T09:30:00+01:00,904
Salzburg,2020-11-10T09:30:00+01:00,164
Steiermark,2020-11-10T09:30:00+01:00,564
Tirol,2020-11-10T09:30:00+01:00,325
Vorarlberg,2020-11-10T09:30:00+01:00,207
Wien,2020-11-10T09:30:00+01:00,597
