Area,Date,Value
Burgenland,2020-05-27T09:30:00+02:00,321
Kärnten,2020-05-27T09:30:00+02:00,398
Niederösterreich,2020-05-27T09:30:00+02:00,2633
Oberösterreich,2020-05-27T09:30:00+02:00,2209
Salzburg,2020-05-27T09:30:00+02:00,1192
Steiermark,2020-05-27T09:30:00+02:00,1626
Tirol,2020-05-27T09:30:00+02:00,3405
Vorarlberg,2020-05-27T09:30:00+02:00,863
Wien,2020-05-27T09:30:00+02:00,2581
