Area,Date,Value
Burgenland,2020-06-12T09:30:00+02:00,332
Kärnten,2020-06-12T09:30:00+02:00,401
Niederösterreich,2020-06-12T09:30:00+02:00,2746
Oberösterreich,2020-06-12T09:30:00+02:00,2232
Salzburg,2020-06-12T09:30:00+02:00,1201
Steiermark,2020-06-12T09:30:00+02:00,1688
Tirol,2020-06-12T09:30:00+02:00,3437
Vorarlberg,2020-06-12T09:30:00+02:00,880
Wien,2020-06-12T09:30:00+02:00,3068
