Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2021-07-05T09:30:00+02:00,18428,343,18039,6,2,2216063
Kärnten,2021-07-05T09:30:00+02:00,40171,820,39343,16,2,2005946
Niederösterreich,2021-07-05T09:30:00+02:00,110886,1818,108230,16,9,11425791
Oberösterreich,2021-07-05T09:30:00+02:00,116984,1757,115244,9,6,8748457
Salzburg,2021-07-05T09:30:00+02:00,49170,586,48546,3,0,3393921
Steiermark,2021-07-05T09:30:00+02:00,79546,2091,77387,0,0,7588389
Tirol,2021-07-05T09:30:00+02:00,63831,634,63157,9,4,5098875
Vorarlberg,2021-07-05T09:30:00+02:00,30792,307,30448,4,2,3503656
Wien,2021-07-05T09:30:00+02:00,141009,2357,137984,62,19,12956818
