Area,Date,Value
Burgenland,2021-03-06T09:30:00+01:00,242
Kärnten,2021-03-06T09:30:00+01:00,697
Niederösterreich,2021-03-06T09:30:00+01:00,1377
Oberösterreich,2021-03-06T09:30:00+01:00,1522
Salzburg,2021-03-06T09:30:00+01:00,501
Steiermark,2021-03-06T09:30:00+01:00,1775
Tirol,2021-03-06T09:30:00+01:00,583
Vorarlberg,2021-03-06T09:30:00+01:00,277
Wien,2021-03-06T09:30:00+01:00,1720
