Area,Date,Value
Burgenland,2020-10-23T09:30:00+02:00,4
Kärnten,2020-10-23T09:30:00+02:00,2
Niederösterreich,2020-10-23T09:30:00+02:00,23
Oberösterreich,2020-10-23T09:30:00+02:00,21
Salzburg,2020-10-23T09:30:00+02:00,8
Steiermark,2020-10-23T09:30:00+02:00,21
Tirol,2020-10-23T09:30:00+02:00,8
Vorarlberg,2020-10-23T09:30:00+02:00,9
Wien,2020-10-23T09:30:00+02:00,62
