Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2022-02-25T09:30:00+01:00,63043,476,54764,79,5,4538683
Kärnten,2022-02-25T09:30:00+01:00,161105,1161,143814,192,19,6215373
Niederösterreich,2022-02-25T09:30:00+01:00,449576,2777,390681,435,27,30154990
Oberösterreich,2022-02-25T09:30:00+01:00,485877,2475,446331,395,32,22462965
Salzburg,2022-02-25T09:30:00+01:00,199212,839,182337,106,3,9988376
Steiermark,2022-02-25T09:30:00+01:00,320247,2619,283654,353,24,19082164
Tirol,2022-02-25T09:30:00+01:00,252996,867,232191,245,17,8761383
Vorarlberg,2022-02-25T09:30:00+01:00,127602,485,114749,79,5,6610872
Wien,2022-02-25T09:30:00+01:00,550628,3026,466297,594,61,49992345
