Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2023-01-24T00:00:00+01:00,186816,634,185270,21,2,5944618
Kärnten,2023-01-24T00:00:00+01:00,322598,1718,320270,21,5,6969211
Niederösterreich,2023-01-24T00:00:00+01:00,1104220,4303,1095995,156,8,41025910
Oberösterreich,2023-01-24T00:00:00+01:00,990379,3501,983802,69,5,25970501
Salzburg,2023-01-24T00:00:00+01:00,382239,1224,380110,54,0,11166067
Steiermark,2023-01-24T00:00:00+01:00,711438,3550,705623,99,8,22633955
Tirol,2023-01-24T00:00:00+01:00,497259,1459,494459,37,2,10235428
Vorarlberg,2023-01-24T00:00:00+01:00,255554,680,254665,6,3,7311076
Wien,2023-01-24T00:00:00+01:00,1312395,4577,1298120,145,18,74253860
