Area,Date,Value
Burgenland,2021-04-29T09:30:00+02:00,61
Kärnten,2021-04-29T09:30:00+02:00,60
Niederösterreich,2021-04-29T09:30:00+02:00,328
Oberösterreich,2021-04-29T09:30:00+02:00,215
Salzburg,2021-04-29T09:30:00+02:00,89
Steiermark,2021-04-29T09:30:00+02:00,296
Tirol,2021-04-29T09:30:00+02:00,103
Vorarlberg,2021-04-29T09:30:00+02:00,36
Wien,2021-04-29T09:30:00+02:00,538
