Area,Date,Value
Burgenland,2020-09-20T15:00:00+02:00,678
Kärnten,2020-09-20T15:00:00+02:00,777
Niederösterreich,2020-09-20T15:00:00+02:00,5601
Oberösterreich,2020-09-20T15:00:00+02:00,5832
Salzburg,2020-09-20T15:00:00+02:00,2016
Steiermark,2020-09-20T15:00:00+02:00,3158
Tirol,2020-09-20T15:00:00+02:00,5518
Vorarlberg,2020-09-20T15:00:00+02:00,1675
Wien,2020-09-20T15:00:00+02:00,13169
