Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2021-12-18T09:30:00+01:00,31233,426,30086,52,10,3569926
Kärnten,2021-12-18T09:30:00+01:00,82239,1067,77718,173,41,5527765
Niederösterreich,2021-12-18T09:30:00+01:00,215368,2504,205680,324,77,19369156
Oberösterreich,2021-12-18T09:30:00+01:00,256536,2304,246874,225,78,18771228
Salzburg,2021-12-18T09:30:00+01:00,100722,771,97103,132,26,8333927
Steiermark,2021-12-18T09:30:00+01:00,148954,2435,140418,272,75,15903268
Tirol,2021-12-18T09:30:00+01:00,117023,789,111446,197,64,7090144
Vorarlberg,2021-12-18T09:30:00+01:00,61610,417,55133,105,22,5556552
Wien,2021-12-18T09:30:00+01:00,233714,2749,222141,383,103,33195661
