Area,Date,Value
Burgenland,2021-02-12T09:30:00+01:00,229
Kärnten,2021-02-12T09:30:00+01:00,658
Niederösterreich,2021-02-12T09:30:00+01:00,1245
Oberösterreich,2021-02-12T09:30:00+01:00,1489
Salzburg,2021-02-12T09:30:00+01:00,467
Steiermark,2021-02-12T09:30:00+01:00,1668
Tirol,2021-02-12T09:30:00+01:00,554
Vorarlberg,2021-02-12T09:30:00+01:00,265
Wien,2021-02-12T09:30:00+01:00,1595
