Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2021-06-01T09:30:00+02:00,18289,340,17864,20,10,1743240
Kärnten,2021-06-01T09:30:00+02:00,40028,817,39023,37,8,1467836
Niederösterreich,2021-06-01T09:30:00+02:00,109818,1800,106416,83,37,9165500
Oberösterreich,2021-06-01T09:30:00+02:00,116207,1747,113862,60,27,5648327
Salzburg,2021-06-01T09:30:00+02:00,49157,581,48308,23,7,2292718
Steiermark,2021-06-01T09:30:00+02:00,79108,2065,76427,44,6,5254136
Tirol,2021-06-01T09:30:00+02:00,63228,631,62025,32,15,4220340
Vorarlberg,2021-06-01T09:30:00+02:00,30449,303,29502,13,5,2681953
Wien,2021-06-01T09:30:00+02:00,138868,2331,136286,102,32,9648499
