Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2022-02-01T09:30:00+01:00,44102,453,36969,64,7,4143063
Kärnten,2022-02-01T09:30:00+01:00,112792,1118,95139,139,15,5974145
Niederösterreich,2022-02-01T09:30:00+01:00,313337,2647,266382,256,25,25908016
Oberösterreich,2022-02-01T09:30:00+01:00,354299,2388,316365,220,17,20984306
Salzburg,2022-02-01T09:30:00+01:00,154764,811,135407,82,9,9532998
Steiermark,2022-02-01T09:30:00+01:00,215753,2536,179158,177,17,17881334
Tirol,2022-02-01T09:30:00+01:00,191569,839,162938,143,19,8154216
Vorarlberg,2022-02-01T09:30:00+01:00,91338,454,72466,72,5,6289018
Wien,2022-02-01T09:30:00+01:00,403518,2881,295309,495,66,43922057
