Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2022-11-02T00:00:00+01:00,173583,623,170679,49,5,5732241
Kärnten,2022-11-02T00:00:00+01:00,310511,1702,305985,87,8,6867257
Niederösterreich,2022-11-02T00:00:00+01:00,1029162,4141,1013656,374,18,40609699
Oberösterreich,2022-11-02T00:00:00+01:00,951913,3447,940157,193,16,25493549
Salzburg,2022-11-02T00:00:00+01:00,368887,1203,365651,119,4,11008413
Steiermark,2022-11-02T00:00:00+01:00,680260,3474,670606,195,12,22147515
Tirol,2022-11-02T00:00:00+01:00,479088,1424,474925,73,5,9823902
Vorarlberg,2022-11-02T00:00:00+01:00,246172,670,244876,27,1,7244203
Wien,2022-11-02T00:00:00+01:00,1213462,4328,1194703,232,27,71477253
