Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2021-09-21T09:30:00+02:00,19918,348,19146,20,3,2968311
Kärnten,2021-09-21T09:30:00+02:00,43348,834,41635,37,7,4022729
Niederösterreich,2021-09-21T09:30:00+02:00,122223,1865,116762,124,34,15846419
Oberösterreich,2021-09-21T09:30:00+02:00,132147,1786,126860,176,39,13811345
Salzburg,2021-09-21T09:30:00+02:00,54857,597,52779,58,9,5807107
Steiermark,2021-09-21T09:30:00+02:00,87439,2120,83129,98,22,11825291
Tirol,2021-09-21T09:30:00+02:00,69283,651,67649,68,9,6041289
Vorarlberg,2021-09-21T09:30:00+02:00,34090,317,32935,16,5,4710804
Wien,2021-09-21T09:30:00+02:00,163369,2400,152705,300,86,18751286
