Area,Date,Value
Burgenland,2020-03-29T09:30:00+02:00,3
Kärnten,2020-03-29T09:30:00+02:00,2
Niederösterreich,2020-03-29T09:30:00+02:00,19
Oberösterreich,2020-03-29T09:30:00+02:00,7
Salzburg,2020-03-29T09:30:00+02:00,4
Steiermark,2020-03-29T09:30:00+02:00,19
Tirol,2020-03-29T09:30:00+02:00,10
Vorarlberg,2020-03-29T09:30:00+02:00,1
Wien,2020-03-29T09:30:00+02:00,21
