Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2022-02-21T09:30:00+01:00,59488,472,52230,71,6,4478643
Kärnten,2022-02-21T09:30:00+01:00,154285,1150,135123,205,18,6179765
Niederösterreich,2022-02-21T09:30:00+01:00,425282,2745,368090,361,25,29519143
Oberösterreich,2022-02-21T09:30:00+01:00,467036,2458,426124,360,32,22219606
Salzburg,2022-02-21T09:30:00+01:00,191324,832,176306,87,3,9914364
Steiermark,2022-02-21T09:30:00+01:00,304548,2600,265770,332,28,18930185
Tirol,2022-02-21T09:30:00+01:00,242842,857,223698,229,19,8669354
Vorarlberg,2022-02-21T09:30:00+01:00,122256,478,109172,76,2,6563320
Wien,2022-02-21T09:30:00+01:00,527474,3002,441949,589,56,48862022
