Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2022-08-20T09:30:00+02:00,137900,578,134578,51,5,5496392
Kärnten,2022-08-20T09:30:00+02:00,275133,1660,270046,89,6,6725664
Niederösterreich,2022-08-20T09:30:00+02:00,938286,3861,912589,234,9,40148062
Oberösterreich,2022-08-20T09:30:00+02:00,849357,2916,839731,119,8,24893026
Salzburg,2022-08-20T09:30:00+02:00,327246,1177,323507,90,5,10799034
Steiermark,2022-08-20T09:30:00+02:00,610931,3444,601706,115,6,21527554
Tirol,2022-08-20T09:30:00+02:00,393868,954,389830,70,1,9729961
Vorarlberg,2022-08-20T09:30:00+02:00,226810,573,225468,13,2,7157051
Wien,2022-08-20T09:30:00+02:00,1097957,4175,1069226,407,22,68295069
