Area,Date,Value
Burgenland,2020-12-24T09:30:00+01:00,8356
Kärnten,2020-12-24T09:30:00+01:00,18342
Niederösterreich,2020-12-24T09:30:00+01:00,47126
Oberösterreich,2020-12-24T09:30:00+01:00,65133
Salzburg,2020-12-24T09:30:00+01:00,23679
Steiermark,2020-12-24T09:30:00+01:00,33680
Tirol,2020-12-24T09:30:00+01:00,37317
Vorarlberg,2020-12-24T09:30:00+01:00,17671
Wien,2020-12-24T09:30:00+01:00,64648
