Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2023-06-26T00:00:00+02:00,199198,639,198389,1,0,6051906
Kärnten,2023-06-26T00:00:00+02:00,333077,1724,331322,0,0,6999323
Niederösterreich,2023-06-26T00:00:00+02:00,1175181,4682,1170276,3,1,41240154
Oberösterreich,2023-06-26T00:00:00+02:00,1038235,3581,1034425,8,0,26149734
Salzburg,2023-06-26T00:00:00+02:00,395699,1264,394379,4,1,11248235
Steiermark,2023-06-26T00:00:00+02:00,740091,3628,736345,8,2,22992659
Tirol,2023-06-26T00:00:00+02:00,515975,1511,514413,1,1,10312944
Vorarlberg,2023-06-26T00:00:00+02:00,261880,692,261184,1,0,7346053
Wien,2023-06-26T00:00:00+02:00,1421643,4817,1413902,15,2,75761978
