Area,Date,Value
Burgenland,2020-05-11T09:30:00+02:00,283
Kärnten,2020-05-11T09:30:00+02:00,389
Niederösterreich,2020-05-11T09:30:00+02:00,2418
Oberösterreich,2020-05-11T09:30:00+02:00,2169
Salzburg,2020-05-11T09:30:00+02:00,1162
Steiermark,2020-05-11T09:30:00+02:00,1423
Tirol,2020-05-11T09:30:00+02:00,3317
Vorarlberg,2020-05-11T09:30:00+02:00,839
Wien,2020-05-11T09:30:00+02:00,2061
