Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2022-11-13T00:00:00+01:00,175243,625,172849,33,3,5769760
Kärnten,2022-11-13T00:00:00+01:00,312400,1708,308962,35,6,6884846
Niederösterreich,2022-11-13T00:00:00+01:00,1039576,4157,1026148,296,18,40669665
Oberösterreich,2022-11-13T00:00:00+01:00,957834,3457,949026,116,6,25551110
Salzburg,2022-11-13T00:00:00+01:00,370854,1206,368152,95,3,11027944
Steiermark,2022-11-13T00:00:00+01:00,684467,3481,677006,104,9,22226141
Tirol,2022-11-13T00:00:00+01:00,481519,1434,478304,47,3,10393956
Vorarlberg,2022-11-13T00:00:00+01:00,247430,671,246237,22,1,7253426
Wien,2022-11-13T00:00:00+01:00,1224146,4355,1206591,213,20,71831271
