Area,Date,Value
Burgenland,2020-11-13T09:30:00+01:00,13
Kärnten,2020-11-13T09:30:00+01:00,22
Niederösterreich,2020-11-13T09:30:00+01:00,75
Oberösterreich,2020-11-13T09:30:00+01:00,121
Salzburg,2020-11-13T09:30:00+01:00,22
Steiermark,2020-11-13T09:30:00+01:00,93
Tirol,2020-11-13T09:30:00+01:00,52
Vorarlberg,2020-11-13T09:30:00+01:00,35
Wien,2020-11-13T09:30:00+01:00,134
