Area,Date,Value
Burgenland,2021-04-14T09:30:00+02:00,85
Kärnten,2021-04-14T09:30:00+02:00,87
Niederösterreich,2021-04-14T09:30:00+02:00,460
Oberösterreich,2021-04-14T09:30:00+02:00,297
Salzburg,2021-04-14T09:30:00+02:00,110
Steiermark,2021-04-14T09:30:00+02:00,337
Tirol,2021-04-14T09:30:00+02:00,131
Vorarlberg,2021-04-14T09:30:00+02:00,35
Wien,2021-04-14T09:30:00+02:00,758
