Area,Date,Value
Burgenland,2021-02-03T09:30:00+01:00,10656
Kärnten,2021-02-03T09:30:00+01:00,24643
Niederösterreich,2021-02-03T09:30:00+01:00,60861
Oberösterreich,2021-02-03T09:30:00+01:00,77745
Salzburg,2021-02-03T09:30:00+01:00,32438
Steiermark,2021-02-03T09:30:00+01:00,45829
Tirol,2021-02-03T09:30:00+01:00,43615
Vorarlberg,2021-02-03T09:30:00+01:00,21887
Wien,2021-02-03T09:30:00+01:00,79035
