Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2022-02-26T09:30:00+01:00,63838,477,55419,90,5,4566674
Kärnten,2022-02-26T09:30:00+01:00,162685,1163,146239,179,18,6223205
Niederösterreich,2022-02-26T09:30:00+01:00,454513,2786,397069,421,27,30478452
Oberösterreich,2022-02-26T09:30:00+01:00,490796,2485,453096,363,26,22503719
Salzburg,2022-02-26T09:30:00+01:00,201204,841,183944,106,5,10003954
Steiermark,2022-02-26T09:30:00+01:00,323751,2625,287398,357,24,19082164
Tirol,2022-02-26T09:30:00+01:00,255408,867,234361,245,22,8781334
Vorarlberg,2022-02-26T09:30:00+01:00,128914,487,115868,75,5,6621649
Wien,2022-02-26T09:30:00+01:00,555149,3031,472228,576,58,50220579
