Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2023-04-15T00:00:00+02:00,198124,638,196892,32,3,6035999
Kärnten,2023-04-15T00:00:00+02:00,332168,1724,330027,31,3,6994919
Niederösterreich,2023-04-15T00:00:00+02:00,1168938,4502,1162063,124,3,41210780
Oberösterreich,2023-04-15T00:00:00+02:00,1035490,3576,1030440,65,3,26132044
Salzburg,2023-04-15T00:00:00+02:00,394768,1256,393159,36,1,11234035
Steiermark,2023-04-15T00:00:00+02:00,737761,3615,733116,75,10,22943298
Tirol,2023-04-15T00:00:00+02:00,514843,1515,512913,18,1,10305872
Vorarlberg,2023-04-15T00:00:00+02:00,261546,690,260771,8,0,7340442
Wien,2023-04-15T00:00:00+02:00,1409831,4760,1398026,194,10,75580715
