Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2022-12-13T00:00:00+01:00,180910,632,178135,35,3,5868085
Kärnten,2022-12-13T00:00:00+01:00,318141,1709,314628,49,6,6934218
Niederösterreich,2022-12-13T00:00:00+01:00,1073176,4210,1057772,265,14,40850079
Oberösterreich,2022-12-13T00:00:00+01:00,974322,3475,965136,101,7,25810923
Salzburg,2022-12-13T00:00:00+01:00,376551,1212,373620,92,2,11111088
Steiermark,2022-12-13T00:00:00+01:00,697732,3515,689424,136,7,22465890
Tirol,2022-12-13T00:00:00+01:00,489857,1437,485994,53,5,10186648
Vorarlberg,2022-12-13T00:00:00+01:00,252161,676,250592,33,3,7287498
Wien,2022-12-13T00:00:00+01:00,1266323,4420,1242964,259,16,73025608
