Area,Date,Value
Burgenland,2021-05-08T09:30:00+02:00,330
Kärnten,2021-05-08T09:30:00+02:00,802
Niederösterreich,2021-05-08T09:30:00+02:00,1750
Oberösterreich,2021-05-08T09:30:00+02:00,1719
Salzburg,2021-05-08T09:30:00+02:00,573
Steiermark,2021-05-08T09:30:00+02:00,2030
Tirol,2021-05-08T09:30:00+02:00,625
Vorarlberg,2021-05-08T09:30:00+02:00,298
Wien,2021-05-08T09:30:00+02:00,2247
