Area,Date,Value
Burgenland,2020-06-03T09:30:00+02:00,2
Kärnten,2020-06-03T09:30:00+02:00,0
Niederösterreich,2020-06-03T09:30:00+02:00,19
Oberösterreich,2020-06-03T09:30:00+02:00,3
Salzburg,2020-06-03T09:30:00+02:00,0
Steiermark,2020-06-03T09:30:00+02:00,7
Tirol,2020-06-03T09:30:00+02:00,7
Vorarlberg,2020-06-03T09:30:00+02:00,0
Wien,2020-06-03T09:30:00+02:00,49
