Area,Date,Value
Burgenland,2020-11-20T09:30:00+01:00,111
Kärnten,2020-11-20T09:30:00+01:00,362
Niederösterreich,2020-11-20T09:30:00+01:00,716
Oberösterreich,2020-11-20T09:30:00+01:00,1099
Salzburg,2020-11-20T09:30:00+01:00,220
Steiermark,2020-11-20T09:30:00+01:00,754
Tirol,2020-11-20T09:30:00+01:00,407
Vorarlberg,2020-11-20T09:30:00+01:00,212
Wien,2020-11-20T09:30:00+01:00,748
