Area,Date,Value
Burgenland,2020-09-14T08:00:00+02:00,602
Kärnten,2020-09-14T08:00:00+02:00,707
Niederösterreich,2020-09-14T08:00:00+02:00,4848
Oberösterreich,2020-09-14T08:00:00+02:00,5303
Salzburg,2020-09-14T08:00:00+02:00,1838
Steiermark,2020-09-14T08:00:00+02:00,2881
Tirol,2020-09-14T08:00:00+02:00,4921
Vorarlberg,2020-09-14T08:00:00+02:00,1412
Wien,2020-09-14T08:00:00+02:00,10951
