Area,Date,Value
Burgenland,2021-04-22T09:30:00+02:00,319
Kärnten,2021-04-22T09:30:00+02:00,783
Niederösterreich,2021-04-22T09:30:00+02:00,1693
Oberösterreich,2021-04-22T09:30:00+02:00,1688
Salzburg,2021-04-22T09:30:00+02:00,558
Steiermark,2021-04-22T09:30:00+02:00,1958
Tirol,2021-04-22T09:30:00+02:00,613
Vorarlberg,2021-04-22T09:30:00+02:00,288
Wien,2021-04-22T09:30:00+02:00,2126
