Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2021-10-25T09:30:00+02:00,21271,355,20375,13,2,3170388
Kärnten,2021-10-25T09:30:00+02:00,47657,853,45072,87,14,4686314
Niederösterreich,2021-10-25T09:30:00+02:00,135980,1944,127717,207,45,17333233
Oberösterreich,2021-10-25T09:30:00+02:00,150202,1850,141555,241,37,15699772
Salzburg,2021-10-25T09:30:00+02:00,60845,617,57234,67,11,6675755
Steiermark,2021-10-25T09:30:00+02:00,97299,2169,90670,132,27,13371714
Tirol,2021-10-25T09:30:00+02:00,74127,670,71365,80,14,6340079
Vorarlberg,2021-10-25T09:30:00+02:00,36059,326,34780,10,2,5145195
Wien,2021-10-25T09:30:00+02:00,178016,2477,169353,261,80,22765321
