Area,Date,Value
Burgenland,2020-03-23T15:00:00+01:00,71
Kärnten,2020-03-23T15:00:00+01:00,122
Niederösterreich,2020-03-23T15:00:00+01:00,564
Oberösterreich,2020-03-23T15:00:00+01:00,707
Salzburg,2020-03-23T15:00:00+01:00,372
Steiermark,2020-03-23T15:00:00+01:00,486
Tirol,2020-03-23T15:00:00+01:00,803
Vorarlberg,2020-03-23T15:00:00+01:00,323
Wien,2020-03-23T15:00:00+01:00,476
