Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2022-05-15T09:30:00+02:00,117350,554,114715,48,6,5188111
Kärnten,2022-05-15T09:30:00+02:00,245794,1618,242127,63,2,6569518
Niederösterreich,2022-05-15T09:30:00+02:00,801205,3335,778982,167,10,37960787
Oberösterreich,2022-05-15T09:30:00+02:00,761894,2830,752870,82,10,24203419
Salzburg,2022-05-15T09:30:00+02:00,292764,1132,289200,32,1,10559380
Steiermark,2022-05-15T09:30:00+02:00,543908,3377,536547,101,2,20846317
Tirol,2022-05-15T09:30:00+02:00,355815,933,352250,57,5,9512700
Vorarlberg,2022-05-15T09:30:00+02:00,203075,547,201691,11,2,7044909
Wien,2022-05-15T09:30:00+02:00,890687,3977,867503,229,20,63149764
