Area,Date,Value
Burgenland,2020-11-12T09:30:00+01:00,12
Kärnten,2020-11-12T09:30:00+01:00,20
Niederösterreich,2020-11-12T09:30:00+01:00,69
Oberösterreich,2020-11-12T09:30:00+01:00,112
Salzburg,2020-11-12T09:30:00+01:00,24
Steiermark,2020-11-12T09:30:00+01:00,82
Tirol,2020-11-12T09:30:00+01:00,54
Vorarlberg,2020-11-12T09:30:00+01:00,38
Wien,2020-11-12T09:30:00+01:00,135
