Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2022-02-12T09:30:00+01:00,53718,466,45392,64,5,4360787
Kärnten,2022-02-12T09:30:00+01:00,139014,1127,111178,118,14,6105871
Niederösterreich,2022-02-12T09:30:00+01:00,374268,2693,318374,288,31,28334496
Oberösterreich,2022-02-12T09:30:00+01:00,422662,2426,373204,300,23,21682930
Salzburg,2022-02-12T09:30:00+01:00,178109,820,158815,93,4,9762908
Steiermark,2022-02-12T09:30:00+01:00,270833,2568,223005,278,18,18568099
Tirol,2022-02-12T09:30:00+01:00,223791,847,199549,201,19,8471990
Vorarlberg,2022-02-12T09:30:00+01:00,110717,467,85567,66,4,6456546
Wien,2022-02-12T09:30:00+01:00,475601,2946,381725,624,67,46806825
