Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2023-05-15T00:00:00+02:00,198822,639,197927,3,1,6047304
Kärnten,2023-05-15T00:00:00+02:00,332854,1724,330967,4,0,6997650
Niederösterreich,2023-05-15T00:00:00+02:00,1173415,4643,1167880,57,4,41229094
Oberösterreich,2023-05-15T00:00:00+02:00,1037506,3582,1033440,13,0,26144563
Salzburg,2023-05-15T00:00:00+02:00,395423,1261,394032,21,0,11244443
Steiermark,2023-05-15T00:00:00+02:00,739304,3625,735309,21,2,22973828
Tirol,2023-05-15T00:00:00+02:00,515640,1510,513972,9,0,10310681
Vorarlberg,2023-05-15T00:00:00+02:00,261762,691,261053,10,0,7343862
Wien,2023-05-15T00:00:00+02:00,1417855,4805,1408821,42,12,75697215
