Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2023-05-05T00:00:00+02:00,198692,639,197727,14,1,6045256
Kärnten,2023-05-05T00:00:00+02:00,332704,1723,330750,17,0,6996696
Niederösterreich,2023-05-05T00:00:00+02:00,1172509,4598,1166583,66,3,41222498
Oberösterreich,2023-05-05T00:00:00+02:00,1037184,3582,1032733,20,1,26140617
Salzburg,2023-05-05T00:00:00+02:00,395291,1260,393837,33,0,11241037
Steiermark,2023-05-05T00:00:00+02:00,738982,3622,734800,37,1,22962812
Tirol,2023-05-05T00:00:00+02:00,515507,1510,513744,9,2,10309276
Vorarlberg,2023-05-05T00:00:00+02:00,261588,691,260889,7,0,7342712
Wien,2023-05-05T00:00:00+02:00,1416202,4789,1406027,73,14,75660446
