Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2022-03-05T09:30:00+01:00,69880,482,60862,83,8,4654466
Kärnten,2022-03-05T09:30:00+01:00,173993,1184,157707,190,18,6285287
Niederösterreich,2022-03-05T09:30:00+01:00,495931,2828,434121,476,27,31639551
Oberösterreich,2022-03-05T09:30:00+01:00,526750,2522,485165,391,29,22856087
Salzburg,2022-03-05T09:30:00+01:00,214507,851,194794,95,5,10116557
Steiermark,2022-03-05T09:30:00+01:00,353775,2662,313007,373,30,19477458
Tirol,2022-03-05T09:30:00+01:00,273154,877,250145,243,18,8921682
Vorarlberg,2022-03-05T09:30:00+01:00,138917,493,123874,75,8,6697538
Wien,2022-03-05T09:30:00+01:00,592390,3087,515222,621,59,51699358
