Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2022-04-12T09:30:00+02:00,107992,533,101852,136,11,5061737
Kärnten,2022-04-12T09:30:00+02:00,235686,1256,228406,123,10,6499434
Niederösterreich,2022-04-12T09:30:00+02:00,750226,3167,701914,508,33,36777411
Oberösterreich,2022-04-12T09:30:00+02:00,731584,2759,708648,293,15,23924081
Salzburg,2022-04-12T09:30:00+02:00,282587,917,275930,89,5,10486997
Steiermark,2022-04-12T09:30:00+02:00,522954,2856,506858,403,30,20490220
Tirol,2022-04-12T09:30:00+02:00,344669,923,337783,152,12,9417268
Vorarlberg,2022-04-12T09:30:00+02:00,195166,533,186459,74,5,6983678
Wien,2022-04-12T09:30:00+02:00,833205,3342,771388,709,71,60026534
