Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2021-08-30T09:30:00+02:00,19027,344,18434,10,1,2782931
Kärnten,2021-08-30T09:30:00+02:00,41749,823,40497,24,5,3551767
Niederösterreich,2021-08-30T09:30:00+02:00,116028,1835,111466,83,24,14729499
Oberösterreich,2021-08-30T09:30:00+02:00,123685,1765,119513,89,26,12388346
Salzburg,2021-08-30T09:30:00+02:00,52024,592,50407,21,3,5183761
Steiermark,2021-08-30T09:30:00+02:00,83492,2100,79895,52,14,10771540
Tirol,2021-08-30T09:30:00+02:00,66981,638,65369,25,5,5843541
Vorarlberg,2021-08-30T09:30:00+02:00,32536,310,31564,22,3,4395094
Wien,2021-08-30T09:30:00+02:00,151554,2375,144044,127,41,16598253
