Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2021-05-20T09:30:00+02:00,18200,338,17684,23,9,1563307
Kärnten,2021-05-20T09:30:00+02:00,39763,814,38450,29,1,1352816
Niederösterreich,2021-05-20T09:30:00+02:00,108848,1778,105024,137,55,8400686
Oberösterreich,2021-05-20T09:30:00+02:00,115184,1739,112272,97,39,5202123
Salzburg,2021-05-20T09:30:00+02:00,48987,578,47834,40,15,1968147
Steiermark,2021-05-20T09:30:00+02:00,78319,2048,74694,152,26,4456349
Tirol,2021-05-20T09:30:00+02:00,62559,628,60918,58,24,3862170
Vorarlberg,2021-05-20T09:30:00+02:00,29910,301,28627,25,6,2480216
Wien,2021-05-20T09:30:00+02:00,137846,2303,134253,221,77,8340220
