Area,Date,Value
Burgenland,2020-05-26T15:00:00+02:00,341
Kärnten,2020-05-26T15:00:00+02:00,413
Niederösterreich,2020-05-26T15:00:00+02:00,2851
Oberösterreich,2020-05-26T15:00:00+02:00,2291
Salzburg,2020-05-26T15:00:00+02:00,1220
Steiermark,2020-05-26T15:00:00+02:00,1836
Tirol,2020-05-26T15:00:00+02:00,3534
Vorarlberg,2020-05-26T15:00:00+02:00,898
Wien,2020-05-26T15:00:00+02:00,3113
