Area,Date,Value
Burgenland,2020-05-21T15:00:00+02:00,336
Kärnten,2020-05-21T15:00:00+02:00,411
Niederösterreich,2020-05-21T15:00:00+02:00,2806
Oberösterreich,2020-05-21T15:00:00+02:00,2286
Salzburg,2020-05-21T15:00:00+02:00,1220
Steiermark,2020-05-21T15:00:00+02:00,1833
Tirol,2020-05-21T15:00:00+02:00,3534
Vorarlberg,2020-05-21T15:00:00+02:00,895
Wien,2020-05-21T15:00:00+02:00,3014
