Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2021-10-29T09:30:00+02:00,21643,356,20590,20,3,3198185
Kärnten,2021-10-29T09:30:00+02:00,48615,856,45592,110,18,4787752
Niederösterreich,2021-10-29T09:30:00+02:00,139589,1966,129663,257,53,17540989
Oberösterreich,2021-10-29T09:30:00+02:00,154829,1863,144099,321,51,15945230
Salzburg,2021-10-29T09:30:00+02:00,62582,623,58150,76,12,6791668
Steiermark,2021-10-29T09:30:00+02:00,99376,2178,91968,182,36,13584678
Tirol,2021-10-29T09:30:00+02:00,75453,674,72154,92,20,6383536
Vorarlberg,2021-10-29T09:30:00+02:00,36853,328,34975,30,2,5195154
Wien,2021-10-29T09:30:00+02:00,180255,2489,170828,282,85,23148129
