Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2023-04-05T00:00:00+02:00,197668,638,196220,31,2,6030981
Kärnten,2023-04-05T00:00:00+02:00,331791,1725,329495,49,2,6993582
Niederösterreich,2023-04-05T00:00:00+02:00,1166421,4460,1158396,176,6,41202350
Oberösterreich,2023-04-05T00:00:00+02:00,1034248,3568,1028364,97,4,26124011
Salzburg,2023-04-05T00:00:00+02:00,394398,1254,392658,39,1,11231906
Steiermark,2023-04-05T00:00:00+02:00,736851,3610,731714,101,12,22927531
Tirol,2023-04-05T00:00:00+02:00,514395,1482,512247,31,1,10303523
Vorarlberg,2023-04-05T00:00:00+02:00,261415,688,260621,18,2,7339092
Wien,2023-04-05T00:00:00+02:00,1405398,4737,1390941,246,12,75528807
