Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2022-05-27T09:30:00+02:00,118392,556,116662,33,5,5309197
Kärnten,2022-05-27T09:30:00+02:00,247316,1623,244569,31,2,6585890
Niederösterreich,2022-05-27T09:30:00+02:00,808343,3622,790018,103,8,38918386
Oberösterreich,2022-05-27T09:30:00+02:00,766257,2837,759520,45,3,24266552
Salzburg,2022-05-27T09:30:00+02:00,294649,1138,291854,22,0,10576242
Steiermark,2022-05-27T09:30:00+02:00,547103,3385,541674,59,11,20927593
Tirol,2022-05-27T09:30:00+02:00,357798,937,355561,54,4,9533725
Vorarlberg,2022-05-27T09:30:00+02:00,204271,547,203291,6,1,7056154
Wien,2022-05-27T09:30:00+02:00,900736,3998,884821,145,12,64111304
