Area,Date,Value
Burgenland,2021-04-23T09:30:00+02:00,62
Kärnten,2021-04-23T09:30:00+02:00,67
Niederösterreich,2021-04-23T09:30:00+02:00,389
Oberösterreich,2021-04-23T09:30:00+02:00,239
Salzburg,2021-04-23T09:30:00+02:00,84
Steiermark,2021-04-23T09:30:00+02:00,259
Tirol,2021-04-23T09:30:00+02:00,108
Vorarlberg,2021-04-23T09:30:00+02:00,40
Wien,2021-04-23T09:30:00+02:00,618
