Area,Date,Value
Burgenland,2020-04-16T09:30:00+02:00,17
Kärnten,2020-04-16T09:30:00+02:00,23
Niederösterreich,2020-04-16T09:30:00+02:00,236
Oberösterreich,2020-04-16T09:30:00+02:00,109
Salzburg,2020-04-16T09:30:00+02:00,88
Steiermark,2020-04-16T09:30:00+02:00,141
Tirol,2020-04-16T09:30:00+02:00,144
Vorarlberg,2020-04-16T09:30:00+02:00,29
Wien,2020-04-16T09:30:00+02:00,180
