Area,Date,Value
Burgenland,2020-06-24T08:00:00+02:00,349
Kärnten,2020-06-24T08:00:00+02:00,425
Niederösterreich,2020-06-24T08:00:00+02:00,2962
Oberösterreich,2020-06-24T08:00:00+02:00,2360
Salzburg,2020-06-24T08:00:00+02:00,1244
Steiermark,2020-06-24T08:00:00+02:00,1853
Tirol,2020-06-24T08:00:00+02:00,3544
Vorarlberg,2020-06-24T08:00:00+02:00,908
Wien,2020-06-24T08:00:00+02:00,3709
