Area,Date,Value
Burgenland,2020-10-19T09:30:00+02:00,5
Kärnten,2020-10-19T09:30:00+02:00,3
Niederösterreich,2020-10-19T09:30:00+02:00,26
Oberösterreich,2020-10-19T09:30:00+02:00,16
Salzburg,2020-10-19T09:30:00+02:00,5
Steiermark,2020-10-19T09:30:00+02:00,16
Tirol,2020-10-19T09:30:00+02:00,7
Vorarlberg,2020-10-19T09:30:00+02:00,5
Wien,2020-10-19T09:30:00+02:00,62
