Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2021-09-24T09:30:00+02:00,20002,349,19295,17,3,2987236
Kärnten,2021-09-24T09:30:00+02:00,43598,834,41903,37,5,4164685
Niederösterreich,2021-09-24T09:30:00+02:00,123132,1867,117926,131,33,15974469
Oberösterreich,2021-09-24T09:30:00+02:00,133460,1794,128072,177,43,13969796
Salzburg,2021-09-24T09:30:00+02:00,55258,602,53244,47,11,5881138
Steiermark,2021-09-24T09:30:00+02:00,87993,2122,83772,76,21,11972366
Tirol,2021-09-24T09:30:00+02:00,69610,656,67967,54,13,6073232
Vorarlberg,2021-09-24T09:30:00+02:00,34260,318,33167,15,2,4748328
Wien,2021-09-24T09:30:00+02:00,164844,2411,154784,306,89,19262797
