Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2023-06-12T00:00:00+02:00,199124,639,198312,2,0,6049615
Kärnten,2023-06-12T00:00:00+02:00,333046,1724,331270,2,1,6998877
Niederösterreich,2023-06-12T00:00:00+02:00,1174857,4666,1169855,17,0,41237558
Oberösterreich,2023-06-12T00:00:00+02:00,1038069,3581,1034234,7,0,26148599
Salzburg,2023-06-12T00:00:00+02:00,395625,1262,394318,10,0,11246916
Steiermark,2023-06-12T00:00:00+02:00,739963,3627,736177,19,4,22988179
Tirol,2023-06-12T00:00:00+02:00,515911,1511,514314,12,1,10312447
Vorarlberg,2023-06-12T00:00:00+02:00,261872,692,261171,5,0,7345511
Wien,2023-06-12T00:00:00+02:00,1420805,4816,1412912,27,4,75746366
