Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2022-03-07T09:30:00+01:00,71747,484,62353,99,8,4679338
Kärnten,2022-03-07T09:30:00+01:00,177641,1189,160809,190,16,6292674
Niederösterreich,2022-03-07T09:30:00+01:00,508090,2837,445008,471,26,31712357
Oberösterreich,2022-03-07T09:30:00+01:00,535967,2528,494934,430,25,22918100
Salzburg,2022-03-07T09:30:00+01:00,217419,853,198153,88,4,10137803
Steiermark,2022-03-07T09:30:00+01:00,361559,2664,323189,391,32,19532189
Tirol,2022-03-07T09:30:00+01:00,276904,880,254537,228,21,8948601
Vorarlberg,2022-03-07T09:30:00+01:00,141704,493,126469,73,7,6713396
Wien,2022-03-07T09:30:00+01:00,602882,3098,524008,622,56,51902717
