Area,Date,Confirmed,Deaths,Recovered,Hospital,Intensivecare,Tests
Burgenland,2022-07-28T09:30:00+02:00,133779,572,129317,86,12,5428578
Kärnten,2022-07-28T09:30:00+02:00,266908,1647,260686,106,2,6682550
Niederösterreich,2022-07-28T09:30:00+02:00,909047,3782,874891,346,14,40014472
Oberösterreich,2022-07-28T09:30:00+02:00,832500,2885,817278,242,5,24767991
Salzburg,2022-07-28T09:30:00+02:00,320872,1161,315831,69,3,10748133
Steiermark,2022-07-28T09:30:00+02:00,596555,3423,583836,194,11,21369168
Tirol,2022-07-28T09:30:00+02:00,386699,950,380144,118,6,9685549
Vorarlberg,2022-07-28T09:30:00+02:00,223696,559,221717,47,4,7138130
Wien,2022-07-28T09:30:00+02:00,1054566,4089,1003931,454,41,67410998
