Area,Date,Value
Burgenland,2020-11-18T09:30:00+01:00,3595
Kärnten,2020-11-18T09:30:00+01:00,5413
Niederösterreich,2020-11-18T09:30:00+01:00,21425
Oberösterreich,2020-11-18T09:30:00+01:00,30458
Salzburg,2020-11-18T09:30:00+01:00,9164
Steiermark,2020-11-18T09:30:00+01:00,10494
Tirol,2020-11-18T09:30:00+01:00,19225
Vorarlberg,2020-11-18T09:30:00+01:00,8555
Wien,2020-11-18T09:30:00+01:00,34409
