Area,Date,Value
Burgenland,2020-12-20T09:30:00+01:00,8
Kärnten,2020-12-20T09:30:00+01:00,13
Niederösterreich,2020-12-20T09:30:00+01:00,64
Oberösterreich,2020-12-20T09:30:00+01:00,95
Salzburg,2020-12-20T09:30:00+01:00,30
Steiermark,2020-12-20T09:30:00+01:00,81
Tirol,2020-12-20T09:30:00+01:00,51
Vorarlberg,2020-12-20T09:30:00+01:00,17
Wien,2020-12-20T09:30:00+01:00,116
